日期,縣市別代碼,行政區域代碼,里別,調查種類,調查戶數,陽性戶數,調查容器數戶內,調查容器數戶外,陽性容器數戶內,陽性容器數戶外,布氏指數,布氏級數,容器指數,容器級數
20151006,67000,67000320,大同里,住宅,77,0,5,9,0,0,0,0,0,0
20151007,67000,67000320,大同里,住宅,74,1,17,13,0,1,1,1,3,2
20151007,67000,67000320,大同里,住宅,60,1,4,13,1,0,2,1,6,3
20151007,67000,67000320,大同里,住宅,87,5,2,19,0,6,7,2,29,7
20151008,67000,67000320,大同里,住宅,337,4,45,58,2,2,1,1,4,2
20151014,67000,67000320,大同里,住宅,466,4,130,36,3,2,1,1,3,2
20151024,67000,67000320,大同里,住宅,87,1,14,10,0,1,1,1,4,2
20151024,67000,67000320,大同里,住宅,139,2,49,18,3,0,2,1,4,2
20151028,67000,67000320,大同里,住宅,67,1,9,2,1,0,1,1,9,3
20150305,67000,67000350,大安里,住宅,50,2,7,11,0,2,4,1,11,4
20150323,67000,67000350,大安里,住宅,50,1,5,9,2,0,4,1,14,4
20150331,67000,67000350,大安里,住宅,50,0,3,9,0,0,0,0,0,0
20150422,67000,67000350,大安里,住宅,50,1,4,12,0,1,2,1,6,3
20150508,67000,67000350,大安里,住宅,50,1,3,17,0,1,2,1,5,2
20150623,67000,67000350,大安里,住宅,50,1,2,14,0,1,2,1,6,3
20150828,67000,67000350,大安里,住宅,44,0,5,1,0,0,0,0,0,0
20150211,67000,67000330,大成里,住宅,50,0,2,7,0,0,0,0,0,0
20150319,67000,67000330,大成里,住宅,50,1,7,22,0,1,2,1,3,2
20150319,67000,67000330,大成里,住宅,50,0,5,12,0,0,0,0,0,0
20150429,67000,67000330,大成里,住宅,50,0,8,15,0,0,0,0,0,0
20150429,67000,67000330,大成里,住宅,50,4,8,24,0,4,8,2,13,4
20150514,67000,67000330,大成里,住宅,50,2,4,18,0,2,4,1,9,3
20150514,67000,67000330,大成里,住宅,50,1,8,15,0,1,2,1,4,2
20150520,67000,67000330,大成里,住宅,50,1,7,23,0,1,2,1,3,2
20150520,67000,67000330,大成里,住宅,50,1,6,25,0,1,2,1,3,2
20150624,67000,67000330,大成里,住宅,50,1,6,13,0,1,2,1,5,2
20150624,67000,67000330,大成里,住宅,50,1,8,13,0,1,2,1,5,2
20150914,67000,67000330,大成里,住宅,35,0,11,4,0,0,0,0,0,0
20150929,67000,67000330,大成里,住宅,364,1,81,80,1,0,0,1,1,1
20150204,67000,67000030,大竹里,住宅,50,0,0,3,0,0,0,0,0,0
20150214,67000,67000030,大竹里,住宅,50,0,0,6,0,0,0,0,0,0
20150311,67000,67000030,大竹里,住宅,50,0,0,6,0,0,0,0,0,0
20150428,67000,67000030,大竹里,住宅,50,0,0,1,0,0,0,0,0,0
20150520,67000,67000030,大竹里,住宅,51,0,0,2,0,0,0,0,0,0
20150608,67000,67000030,大竹里,住宅,50,0,0,5,0,0,0,0,0,0
20150706,67000,67000030,大竹里,住宅,50,0,0,5,0,0,0,0,0,0
20151021,67000,67000030,大竹里,住宅,50,0,0,12,0,0,0,0,0,0
20150318,67000,67000180,大坑里,住宅,50,0,0,17,0,0,0,0,0,0
20150324,67000,67000180,大坑里,住宅,50,0,0,8,0,0,0,0,0,0
20150805,67000,67000180,大坑里,住宅,53,6,0,22,0,10,19,3,45,9
20150812,67000,67000180,大坑里,住宅,83,11,0,78,0,25,30,4,32,8
20150818,67000,67000180,大坑里,住宅,63,7,0,60,0,16,25,4,27,6
20150202,67000,67000010,大宏里,住宅,50,0,1,7,0,0,0,0,0,0
20150702,67000,67000010,大宏里,住宅,50,1,0,7,0,1,2,1,14,4
20150825,67000,67000010,大宏里,住宅,50,2,0,16,0,7,14,3,44,9
20150905,67000,67000010,大宏里,住宅,50,2,2,11,1,1,4,1,15,5
20150906,67000,67000010,大宏里,住宅,51,0,5,10,0,0,0,0,0,0
20150908,67000,67000010,大宏里,住宅,50,0,4,12,0,0,0,0,0,0
20150916,67000,67000010,大宏里,住宅,50,0,1,5,0,0,0,0,0,0
20151011,67000,67000010,大宏里,住宅,50,0,6,8,0,0,0,0,0,0
20151014,67000,67000010,大宏里,住宅,50,0,1,4,0,0,0,0,0,0
20150309,67000,67000340,大和里,住宅,50,1,6,4,1,0,2,1,10,4
20150323,67000,67000340,大和里,住宅,50,1,2,9,0,1,2,1,9,3
20150409,67000,67000340,大和里,住宅,50,0,5,10,0,0,0,0,0,0
20150511,67000,67000340,大和里,住宅,75,2,2,15,0,3,4,1,18,5
20150703,67000,67000340,大和里,住宅,50,1,7,23,0,2,4,1,7,3
20150818,67000,67000340,大和里,住宅,31,0,0,17,0,0,0,0,0,0
20150911,67000,67000340,大和里,住宅,113,0,22,10,0,0,0,0,0,0
20150911,67000,67000340,大和里,住宅,87,1,43,5,0,1,1,1,2,1
20150928,67000,67000340,大和里,住宅,227,2,60,72,0,2,1,1,2,1
20151021,67000,67000340,大和里,住宅,360,1,51,26,0,1,0,1,1,1
20150116,67000,67000300,大坪里,住宅,50,0,0,17,0,0,0,0,0,0
20150216,67000,67000300,大坪里,住宅,50,0,0,5,0,0,0,0,0,0
20150413,67000,67000300,大坪里,住宅,50,0,0,5,0,0,0,0,0,0
20150513,67000,67000300,大坪里,住宅,50,0,1,7,0,0,0,0,0,0
20150707,67000,67000300,大坪里,住宅,50,0,0,16,0,0,0,0,0,0
20150820,67000,67000300,大坪里,住宅,50,9,0,54,0,9,18,3,17,5
20150930,67000,67000300,大坪里,住宅,50,0,0,6,0,0,0,0,0,0
20150303,67000,67000330,大忠里,住宅,50,1,7,26,0,2,4,1,6,3
20150303,67000,67000330,大忠里,住宅,50,0,3,7,0,0,0,0,0,0
20150326,67000,67000330,大忠里,住宅,50,0,9,16,0,0,0,0,0,0
20150326,67000,67000330,大忠里,住宅,50,0,3,4,0,0,0,0,0,0
20150402,67000,67000330,大忠里,住宅,50,2,3,11,1,2,6,2,21,6
20150505,67000,67000330,大忠里,住宅,50,2,6,21,0,2,4,1,7,3
20150505,67000,67000330,大忠里,住宅,50,1,5,13,0,1,2,1,6,3
20150623,67000,67000330,大忠里,住宅,50,2,6,21,1,2,6,2,11,4
20150623,67000,67000330,大忠里,住宅,50,2,3,19,1,5,12,3,27,6
20150714,67000,67000330,大忠里,住宅,50,1,0,6,0,1,2,1,17,5
20150714,67000,67000330,大忠里,住宅,50,5,20,22,0,6,12,3,14,4
20150715,67000,67000330,大忠里,機關,60,1,0,13,0,1,2,1,8,3
20150729,67000,67000330,大忠里,住宅,50,4,7,22,1,4,10,3,17,5
20150731,67000,67000330,大忠里,住宅,80,5,50,18,4,2,8,2,9,3
20150807,67000,67000330,大忠里,住宅,50,2,12,8,0,2,4,1,10,4
20150812,67000,67000330,大忠里,住宅,46,0,17,1,0,0,0,0,0,0
20150819,67000,67000330,大忠里,住宅,50,1,9,3,1,0,2,1,8,3
20151002,67000,67000330,大忠里,住宅,11,0,0,7,0,0,0,0,0,0
20151007,67000,67000330,大忠里,住宅,283,2,57,53,1,1,1,1,2,1
20151007,67000,67000330,大忠里,住宅,350,1,79,35,1,0,0,1,1,1
20151030,67000,67000330,大忠里,住宅,51,1,11,6,1,0,2,1,6,3
20150209,67000,67000330,大林里,住宅,50,0,9,26,0,0,0,0,0,0
20150319,67000,67000330,大林里,住宅,50,2,12,16,2,0,4,1,7,3
20150319,67000,67000330,大林里,住宅,50,0,3,12,0,0,0,0,0,0
20150324,67000,67000330,大林里,住宅,50,0,0,6,0,0,0,0,0,0
20150429,67000,67000330,大林里,住宅,50,0,7,12,0,0,0,0,0,0
20150429,67000,67000330,大林里,住宅,50,2,7,20,0,2,4,1,7,3
20150430,67000,67000330,大林里,住宅,75,2,6,24,0,2,3,1,7,3
20150527,67000,67000330,大林里,住宅,50,1,9,34,0,3,6,2,7,3
20150527,67000,67000330,大林里,住宅,53,2,6,21,0,3,6,2,11,4
20150626,67000,67000330,大林里,住宅,50,2,9,18,0,2,4,1,7,3
20150626,67000,67000330,大林里,住宅,50,4,1,41,0,5,10,3,12,4
20150629,67000,67000330,大林里,住宅,85,0,4,11,0,0,0,0,0,0
20150804,67000,67000330,大林里,住宅,50,4,10,20,0,4,8,2,13,4
20150805,67000,67000330,大林里,住宅,52,2,12,6,0,3,6,2,17,5
20150812,67000,67000030,大林里,住宅,75,0,0,18,0,0,0,0,0,0
20151002,67000,67000330,大林里,住宅,13,0,0,3,0,0,0,0,0,0
20151006,67000,67000330,大林里,住宅,57,1,20,28,0,5,9,2,10,4
20151010,67000,67000330,大林里,住宅,371,8,75,83,3,5,2,1,5,2
20151010,67000,67000330,大林里,住宅,472,4,55,102,2,2,1,1,3,2
20151021,67000,67000330,大林里,住宅,53,0,12,2,0,0,0,0,0,0
20150206,67000,67000200,大社里,住宅,50,0,0,0,0,0,0,0,0,0
20150216,67000,67000200,大社里,住宅,50,0,0,1,0,0,0,0,0,0
20150415,67000,67000200,大社里,住宅,50,0,0,0,0,0,0,0,0,0
20150713,67000,67000200,大社里,住宅,50,0,2,1,0,0,0,0,0,0
20150723,67000,67000200,大社里,住宅,50,0,0,14,0,0,0,0,0,0
20150824,67000,67000200,大社里,住宅,50,1,0,10,0,2,4,1,20,5
20150925,67000,67000200,大社里,住宅,50,0,0,8,0,0,0,0,0,0
20150316,67000,67000370,大南里,住宅,50,0,4,8,0,0,0,0,0,0
20150325,67000,67000370,大南里,住宅,50,2,3,14,0,2,4,1,12,4
20150428,67000,67000370,大南里,住宅,50,1,3,9,0,1,2,1,8,3
20150616,67000,67000370,大南里,住宅,580,0,4,12,0,0,0,0,0,0
20150801,67000,67000370,大南里,住宅,52,3,1,16,0,4,8,2,24,6
20150801,67000,67000370,大南里,住宅,50,3,1,16,0,4,8,2,24,6
20151002,67000,67000370,大南里,住宅,326,0,48,7,0,0,0,0,0,0
20150216,67000,67000060,大客里,住宅,50,0,0,20,0,0,0,0,0,0
20150414,67000,67000060,大客里,住宅,50,0,0,10,0,0,0,0,0,0
20150519,67000,67000060,大客里,住宅,50,0,0,7,0,0,0,0,0,0
20150716,67000,67000060,大客里,住宅,50,0,0,7,0,0,0,0,0,0
20150917,67000,67000060,大客里,住宅,50,0,0,22,0,0,0,0,0,0
20150421,67000,67000200,大洲里,住宅,50,0,0,0,0,0,0,0,0,0
20150422,67000,67000200,大洲里,住宅,50,0,0,0,0,0,0,0,0,0
20150518,67000,67000200,大洲里,住宅,50,0,0,7,0,0,0,0,0,0
20150613,67000,67000200,大洲里,住宅,50,0,0,10,0,0,0,0,0,0
20150116,67000,67000070,大埕里,住宅,50,2,2,11,0,2,4,1,15,5
20150204,67000,67000150,大埕里,住宅,55,0,0,7,0,0,0,0,0,0
20150210,67000,67000070,大埕里,住宅,52,0,0,0,0,0,0,0,0,0
20150311,67000,67000070,大埕里,住宅,60,1,0,7,0,1,2,1,14,4
20150314,67000,67000070,大埕里,住宅,50,0,0,1,0,0,0,0,0,0
20150416,67000,67000070,大埕里,住宅,50,0,0,7,0,0,0,0,0,0
20150507,67000,67000070,大埕里,住宅,51,0,0,0,0,0,0,0,0,0
20150603,67000,67000150,大埕里,住宅,51,0,0,9,0,0,0,0,0,0
20150613,67000,67000070,大埕里,住宅,53,1,0,5,0,1,2,1,20,5
20150710,67000,67000070,大埕里,住宅,52,2,3,20,1,1,4,1,9,3
20150804,67000,67000150,大埕里,住宅,75,1,0,72,0,2,3,1,3,2
20150806,67000,67000070,大埕里,住宅,64,2,0,8,0,2,3,1,25,6
20150826,67000,67000070,大埕里,住宅,27,1,12,15,0,1,4,1,4,2
20150909,67000,67000150,大埕里,學校,156,0,0,1,0,0,0,0,0,0
20150922,67000,67000070,大埕里,住宅,59,2,0,12,0,2,3,1,17,5
20150924,67000,67000150,大埕里,住宅,90,0,0,4,0,0,0,0,0,0
20150925,67000,67000070,大埕里,住宅,90,2,8,11,3,0,3,1,16,5
20151002,67000,67000150,大埕里,住宅,122,0,0,6,0,0,0,0,0,0
20151012,67000,67000070,大埕里,住宅,86,1,4,13,0,1,1,1,6,3
20151016,67000,67000150,大埕里,住宅,120,0,0,14,0,0,0,0,0,0
20150107,67000,67000330,大恩里,住宅,50,0,4,3,0,0,0,0,0,0
20150107,67000,67000330,大恩里,住宅,50,0,5,17,0,0,0,0,0,0
20150202,67000,67000330,大恩里,住宅,50,0,2,9,0,0,0,0,0,0
20150318,67000,67000330,大恩里,住宅,50,0,8,16,0,0,0,0,0,0
20150318,67000,67000330,大恩里,住宅,50,0,2,17,0,0,0,0,0,0
20150617,67000,67000330,大恩里,住宅,68,2,6,39,0,3,4,1,7,3
20150703,67000,67000330,大恩里,住宅,50,1,9,14,0,1,2,1,4,2
20150703,67000,67000330,大恩里,住宅,50,4,6,15,2,2,8,2,19,5
20150720,67000,67000330,大恩里,住宅,50,1,8,16,0,1,2,1,4,2
20150720,67000,67000330,大恩里,住宅,50,5,4,20,0,6,12,3,25,6
20150730,67000,67000330,大恩里,住宅,52,8,0,39,0,16,31,4,41,9
20150805,67000,67000330,大恩里,機關,50,0,1,1,0,0,0,0,0,0
20150814,67000,67000330,大恩里,住宅,60,1,30,24,0,1,2,1,2,1
20150814,67000,67000330,大恩里,住宅,131,2,29,9,2,0,2,1,5,2
20150814,67000,67000330,大恩里,住宅,60,0,12,20,0,0,0,0,0,0
20150821,67000,67000330,大恩里,住宅,59,0,4,5,0,0,0,0,0,0
20150822,67000,67000330,大恩里,住宅,50,1,2,16,1,0,2,1,6,3
20150825,67000,67000330,大恩里,住宅,81,0,14,16,0,0,0,0,0,0
20150827,67000,67000330,大恩里,住宅,143,0,13,6,0,0,0,0,0,0
20150924,67000,67000330,大恩里,住宅,15,1,11,0,1,0,7,2,9,3
20150924,67000,67000330,大恩里,住宅,12,0,1,1,0,0,0,0,0,0
20151016,67000,67000330,大恩里,住宅,333,2,96,90,2,0,1,1,1,1
20151016,67000,67000330,大恩里,住宅,27,0,16,6,0,0,0,0,0,0
20151020,67000,67000330,大恩里,住宅,142,0,30,14,0,0,0,0,0,0
20150310,67000,67000080,大埤里,住宅,50,0,2,0,0,0,0,0,0,0
20150507,67000,67000080,大埤里,住宅,50,0,0,15,0,0,0,0,0,0
20150711,67000,67000080,大埤里,住宅,50,0,0,35,0,0,0,0,0,0
20150121,67000,67000100,大崎里,住宅,50,0,0,12,0,0,0,0,0,0
20150314,67000,67000100,大崎里,住宅,51,0,0,2,0,0,0,0,0,0
20150604,67000,67000100,大崎里,住宅,52,1,5,21,0,1,2,1,4,2
20150110,67000,67000370,大涼里,住宅,51,1,0,6,0,1,2,1,17,5
20150212,67000,67000370,大涼里,住宅,50,0,1,9,0,0,0,0,0,0
20150304,67000,67000370,大涼里,住宅,50,1,3,12,0,1,2,1,7,3
20150318,67000,67000370,大涼里,住宅,50,0,3,12,0,0,0,0,0,0
20150402,67000,67000370,大涼里,住宅,50,2,6,10,0,2,4,1,13,4
20150417,67000,67000370,大涼里,住宅,50,0,1,7,0,0,0,0,0,0
20150427,67000,67000370,大涼里,住宅,50,1,4,3,2,0,4,1,29,7
20150526,67000,67000370,大涼里,住宅,50,1,5,37,0,1,2,1,2,1
20150616,67000,67000370,大涼里,住宅,50,6,2,12,1,5,12,3,43,9
20150703,67000,67000370,大涼里,住宅,50,7,5,24,1,10,22,4,38,8
20150714,67000,67000370,大涼里,住宅,50,6,4,19,2,4,12,3,26,6
20150714,67000,67000370,大涼里,住宅,50,3,4,14,0,3,6,2,17,5
20150715,67000,67000370,大涼里,學校,50,6,1,24,1,18,38,5,76,9
20150715,67000,67000370,大涼里,住宅,50,0,1,11,0,0,0,0,0,0
20150722,67000,67000370,大涼里,住宅,50,3,3,17,1,3,8,2,20,5
20150723,67000,67000370,大涼里,住宅,50,8,17,25,1,9,20,4,24,6
20150724,67000,67000370,大涼里,住宅,78,9,14,25,2,10,15,3,31,7
20150814,67000,67000370,大涼里,住宅,12,4,6,8,1,3,33,4,29,7
20150816,67000,67000370,大涼里,住宅,33,1,7,4,0,1,3,1,9,3
20150916,67000,67000370,大涼里,住宅,24,1,32,24,0,1,4,1,2,1
20151020,67000,67000370,大涼里,住宅,89,0,0,8,0,0,0,0,0,0
20151020,67000,67000370,大涼里,住宅,99,0,4,8,0,0,0,0,0,0
20151024,67000,67000370,大涼里,住宅,170,0,0,13,0,0,0,0,0,0
20151024,67000,67000370,大涼里,住宅,273,0,0,3,0,0,0,0,0,0
20151029,67000,67000370,大涼里,學校,50,2,1,6,1,1,4,1,29,7
20151030,67000,67000370,大涼里,住宅,93,1,4,0,1,0,1,1,25,6
20150314,67000,67000020,大莊里,住宅,50,0,0,4,0,0,0,0,0,0
20150706,67000,67000020,大莊里,住宅,50,0,0,6,0,0,0,0,0,0
20150812,67000,67000020,大莊里,住宅,50,0,0,6,0,0,0,0,0,0
20150122,67000,67000320,大智里,住宅,50,1,0,9,0,1,2,1,11,4
20150311,67000,67000320,大智里,住宅,50,1,7,13,0,1,2,1,5,2
20150407,67000,67000320,大智里,住宅,50,2,1,23,0,2,4,1,8,3
20150430,67000,67000320,大智里,住宅,75,1,7,17,1,0,1,1,4,2
20150520,67000,67000320,大智里,住宅,50,1,1,7,0,2,4,1,25,6
20150601,67000,67000320,大智里,住宅,75,6,3,29,0,9,12,3,28,7
20150610,67000,67000320,大智里,住宅,50,1,3,13,0,1,2,1,6,3
20150624,67000,67000320,大智里,住宅,75,1,7,17,1,0,1,1,4,2
20150702,67000,67000320,大智里,住宅,50,5,3,12,3,3,12,3,40,8
20151006,67000,67000320,大智里,住宅,190,1,38,26,0,1,1,1,2,1
20151006,67000,67000320,大智里,住宅,51,1,9,3,0,1,2,1,8,3
20151006,67000,67000320,大智里,住宅,161,0,6,25,0,0,0,0,0,0
20151007,67000,67000320,大智里,住宅,115,1,6,12,0,1,1,1,6,3
20151007,67000,67000320,大智里,住宅,62,2,6,69,0,2,3,1,3,2
20151007,67000,67000320,大智里,住宅,102,0,13,9,0,0,0,0,0,0
20151025,67000,67000320,大智里,住宅,123,1,26,33,1,0,1,1,2,1
20151031,67000,67000320,大智里,住宅,180,1,38,20,0,1,1,1,2,1
20150304,67000,67000340,大港里,住宅,50,0,3,14,0,0,0,0,0,0
20150309,67000,67000340,大港里,住宅,50,0,2,16,0,0,0,0,0,0
20150320,67000,67000340,大港里,住宅,75,1,6,12,0,1,1,1,6,3
20150409,67000,67000340,大港里,住宅,50,1,9,10,1,0,2,1,5,2
20150507,67000,67000340,大港里,住宅,50,0,6,17,0,0,0,0,0,0
20150608,67000,67000340,大港里,住宅,90,3,1,18,0,6,7,2,32,8
20150625,67000,67000340,大港里,住宅,75,0,8,7,0,0,0,0,0,0
20150720,67000,67000340,大港里,住宅,50,1,9,22,0,1,2,1,3,2
20150803,67000,67000340,大港里,住宅,50,3,2,31,2,1,6,2,9,3
20150804,67000,67000340,大港里,住宅,50,1,9,27,0,2,4,1,6,3
20150918,67000,67000340,大港里,住宅,296,1,79,41,0,1,0,1,1,1
20150918,67000,67000340,大港里,住宅,250,1,26,14,0,2,1,1,5,2
20151016,67000,67000340,大港里,住宅,118,0,19,10,0,0,0,0,0,0
20151026,67000,67000340,大港里,住宅,205,1,45,10,0,1,0,1,2,1
20150408,67000,67000040,大農里,住宅,50,0,0,10,0,0,0,0,0,0
20150605,67000,67000040,大農里,住宅,50,0,0,8,0,0,0,0,0,0
20150702,67000,67000040,大農里,住宅,50,0,0,5,0,0,0,0,0,0
20150913,67000,67000040,大農里,住宅,50,1,0,14,0,4,8,2,29,7
20150318,67000,67000340,大道里,住宅,50,1,1,7,1,0,2,1,13,4
20150408,67000,67000340,大道里,住宅,50,1,2,16,0,1,2,1,6,3
20150508,67000,67000340,大道里,住宅,75,2,3,9,0,2,3,1,17,5
20150531,67000,67000340,大道里,住宅,56,7,0,73,0,7,13,3,10,4
20150729,67000,67000340,大道里,住宅,50,0,0,0,0,0,0,0,0,0
20150929,67000,67000340,大道里,住宅,319,2,29,51,1,1,1,1,3,1
20150121,67000,67000320,大福里,住宅,50,0,5,7,0,0,0,0,0,0
20150302,67000,67000320,大福里,住宅,50,1,1,14,0,1,2,1,7,3
20150313,67000,67000320,大福里,住宅,50,0,0,11,0,0,0,0,0,0
20150327,67000,67000320,大福里,住宅,50,0,5,8,0,0,0,0,0,0
20150416,67000,67000320,大福里,住宅,50,1,5,11,1,1,4,1,13,4
20150428,67000,67000320,大福里,住宅,50,2,2,13,0,4,8,2,27,6
20150519,67000,67000320,大福里,住宅,50,0,0,13,0,0,0,0,0,0
20150609,67000,67000320,大福里,住宅,50,0,2,8,0,0,0,0,0,0
20150626,67000,67000320,大福里,住宅,50,4,1,14,1,5,12,3,40,8
20150709,67000,67000320,大福里,住宅,75,0,0,17,0,0,0,0,0,0
20150925,67000,67000320,大福里,住宅,172,5,15,30,0,8,5,2,18,5
20151010,67000,67000320,大福里,住宅,154,1,32,23,0,1,1,1,2,1
20151015,67000,67000320,大福里,住宅,140,2,39,27,2,0,1,1,3,2
20151026,67000,67000320,大福里,住宅,34,2,10,1,2,0,6,2,18,5
20150312,67000,67000150,大寮里,住宅,55,0,0,3,0,0,0,0,0,0
20150513,67000,67000150,大寮里,住宅,55,0,0,0,0,0,0,0,0,0
20150814,67000,67000150,大寮里,住宅,60,0,0,65,0,0,0,0,0,0
20150906,67000,67000150,大寮里,住宅,60,0,4,68,0,0,0,0,0,0
20150908,67000,67000150,大寮里,住宅,60,1,0,21,0,2,3,1,10,4
20151017,67000,67000150,大寮里,住宅,46,0,0,6,0,0,0,0,0,0
20150106,67000,67000280,大廟里,住宅,50,0,0,3,0,0,0,0,0,0
20150203,67000,67000280,大廟里,住宅,50,0,0,1,0,0,0,0,0,0
20150509,67000,67000280,大廟里,住宅,51,0,0,1,0,0,0,0,0,0
20150801,67000,67000280,大廟里,住宅,500,0,0,8,0,0,0,0,0,0
20150802,67000,67000280,大廟里,住宅,500,5,3,48,0,5,1,1,10,4
20150827,67000,67000280,大廟里,住宅,64,3,0,26,0,3,5,2,12,4
20150907,67000,67000280,大廟里,住宅,27,0,0,0,0,0,0,0,0,0
20150913,67000,67000280,大廟里,住宅,27,0,0,0,0,0,0,0,0,0
20150310,67000,67000320,大德里,住宅,50,1,1,14,0,1,2,1,7,3
20150323,67000,67000320,大德里,住宅,50,0,3,5,0,0,0,0,0,0
20150423,67000,67000320,大德里,住宅,50,1,1,8,0,1,2,1,11,4
20150528,67000,67000320,大德里,住宅,50,4,1,40,1,4,10,3,12,4
20150603,67000,67000320,大德里,住宅,50,2,10,21,0,2,4,1,6,3
20150617,67000,67000320,大德里,住宅,50,1,3,6,0,1,2,1,11,4
20150626,67000,67000320,大德里,住宅,50,1,6,14,2,0,4,1,10,4
20150627,67000,67000320,大德里,住宅,14,1,2,1,0,1,7,2,33,8
20150629,67000,67000320,大德里,住宅,19,1,5,4,1,0,5,2,11,4
20150629,67000,67000320,大德里,住宅,50,0,3,7,0,0,0,0,0,0
20150629,67000,67000320,大德里,住宅,50,0,0,17,0,0,0,0,0,0
20150630,67000,67000320,大德里,住宅,71,1,20,17,0,1,1,1,3,2
20150701,67000,67000320,大德里,住宅,59,1,9,19,0,1,2,1,4,2
20150702,67000,67000320,大德里,住宅,50,0,0,12,0,0,0,0,0,0
20150805,67000,67000320,大德里,住宅,50,1,3,8,0,2,4,1,18,5
20151009,67000,67000320,大德里,住宅,269,5,78,40,6,1,3,1,6,3
20150323,67000,67000150,大潭里,住宅,50,0,0,9,0,0,0,0,0,0
20150501,67000,67000280,大潭里,住宅,52,0,0,6,0,0,0,0,0,0
20150513,67000,67000150,大潭里,住宅,55,0,0,4,0,0,0,0,0,0
20150801,67000,67000280,大潭里,住宅,430,8,0,64,0,10,2,1,16,5
20150802,67000,67000280,大潭里,住宅,150,11,0,68,0,11,7,2,16,5
20150810,67000,67000280,大潭里,住宅,112,0,0,12,0,0,0,0,0,0
20150916,67000,67000280,大潭里,住宅,60,0,0,0,0,0,0,0,0,0
20150921,67000,67000280,大潭里,住宅,6,0,0,0,0,0,0,0,0,0
20150922,67000,67000280,大潭里,住宅,50,0,0,1,0,0,0,0,0,0
20150922,67000,67000280,大潭里,住宅,19,0,0,3,0,0,0,0,0,0
20150114,67000,67000320,大學里,學校,50,0,0,8,0,0,0,0,0,0
20150319,67000,67000320,大學里,住宅,50,0,3,13,0,0,0,0,0,0
20150326,67000,67000320,大學里,住宅,50,1,2,10,2,0,4,1,17,5
20150416,67000,67000320,大學里,住宅,50,0,0,9,0,0,0,0,0,0
20150427,67000,67000320,大學里,住宅,50,2,1,10,0,2,4,1,18,5
20150521,67000,67000320,大學里,住宅,50,1,1,5,1,0,2,1,17,5
20150622,67000,67000320,大學里,住宅,50,1,4,5,1,0,2,1,11,4
20150721,67000,67000320,大學里,住宅,50,0,2,6,0,0,0,0,0,0
20150731,67000,67000320,大學里,學校,50,2,0,6,0,2,4,1,33,8
20151028,67000,67000320,大學里,住宅,98,1,20,6,0,1,1,1,4,2
20150313,67000,67000310,大橋里,住宅,50,1,15,12,0,2,4,1,7,3
20150331,67000,67000310,大橋里,住宅,50,1,7,18,0,1,2,1,4,2
20150423,67000,67000310,大橋里,住宅,50,1,0,23,0,1,2,1,4,2
20150505,67000,67000310,大橋里,住宅,50,1,7,19,0,1,2,1,4,2
20150519,67000,67000310,大橋里,住宅,50,2,10,10,0,2,4,1,10,4
20150604,67000,67000310,大橋里,住宅,50,2,5,16,0,3,6,2,14,4
20150623,67000,67000310,大橋里,住宅,50,1,6,13,0,1,2,1,5,2
20150713,67000,67000310,大橋里,住宅,50,3,11,21,2,2,8,2,13,4
20150716,67000,67000310,大橋里,住宅,50,5,24,16,0,5,10,3,13,4
20150716,67000,67000310,大橋里,住宅,50,1,15,9,2,0,4,1,8,3
20150721,67000,67000310,大橋里,住宅,50,4,4,21,1,3,8,2,16,5
20150730,67000,67000310,大橋里,住宅,50,1,0,2,0,2,4,1,100,9
20150817,67000,67000310,大橋里,住宅,50,0,0,1,0,0,0,0,0,0
20150831,67000,67000310,大橋里,住宅,99,0,2,5,0,0,0,0,0,0
20150901,67000,67000310,大橋里,住宅,76,2,10,19,1,2,4,1,10,4
20150901,67000,67000310,大橋里,住宅,134,1,29,13,1,0,1,1,2,1
20150904,67000,67000310,大橋里,住宅,227,3,18,26,0,5,2,1,11,4
20150904,67000,67000310,大橋里,住宅,157,3,34,14,2,1,2,1,6,3
20150909,67000,67000310,大橋里,住宅,50,1,7,11,2,1,6,2,17,5
20150909,67000,67000310,大橋里,住宅,50,3,14,50,2,2,8,2,6,3
20150914,67000,67000310,大橋里,住宅,50,0,7,19,0,0,0,0,0,0
20151001,67000,67000310,大橋里,住宅,37,0,12,24,0,0,0,0,0,0
20151010,67000,67000310,大橋里,住宅,19,0,2,1,0,0,0,0,0,0
20151011,67000,67000310,大橋里,住宅,21,0,1,1,0,0,0,0,0,0
20151017,67000,67000310,大橋里,住宅,24,0,1,0,0,0,0,0,0,0
20151018,67000,67000310,大橋里,住宅,58,1,10,3,0,1,2,1,8,3
20151018,67000,67000310,大橋里,住宅,100,0,15,5,0,0,0,0,0,0
20151023,67000,67000310,大橋里,住宅,145,0,37,23,0,0,0,0,0,0
20151028,67000,67000310,大橋里,住宅,75,1,15,19,1,0,1,1,3,2
20151028,67000,67000310,大橋里,住宅,118,4,48,21,2,2,3,1,6,3
